protest_date,region,location,actor,size,notes
2020-09-25,Berlin,Berlin,FFF,10000.0,"Fridays for Future protest with 10,000 participants in Berlin, despite Corona restrictions."
2020-09-25,Bayern,Munich,FFF,,The 'Großstreik' in Munich was canceled due to rising Corona cases.
2020-09-25,Hamburg,Hamburg,FFF,,"In Hamburg, the number of participants allowed for the climate protests was increased by the administrative court."
2020-09-25,Schleswig-Holstein,Stockholm,FFF,,Greta Thunberg and other activists gathered in front of the parliament in Stockholm to protest against the climate crisis.
2019-09-20,,,FFF,4000000.0,"Global Climate Strike: Millions of people around the world, including 1.4 million in Germany, took to the streets to demand action on climate change."
2019-05-10,,Mücjxicl,FFF,750.0,Fridays for Future activists in Mücjxicl protest for climate action ahead of the European elections.
2019-01-25,Berlin,Berlin,FFF,4500.0,"Protest by members of the Fridays for Future movement and other students and activists in Berlin and other cities in Germany, demanding better climate protection measures and a responsible approach to the coal phase-out; a delegation of striking students met with Federal Minister of Economics Altmaier."
2019-01-25,Bayern,Munich,FFF,3000.0,"Protest by members of the Fridays for Future movement and other students and activists in Munich, demanding better climate protection measures and a responsible approach to the coal phase-out."
2019-07-18,Berlin,Berlin,FFF,,Greta Thunberg speaks at climate protest in Berlin. The protest is part of the Fridays for Future movement and Greta Thunberg is the icon of the movement.
2019-07-25,Baden-Württemberg,Stuttgart,FFF,350.0,"Climate activists from Fridays for Future demonstrate at Stuttgart Airport, the first demonstration of its kind at a German airport."
2019-08-11,Nordrhein-Westfalen,Hambacher Forst,FFF,,"Greta Thunberg visited the Hambacher Forst in the Rhineland lignite mining area, accompanied by activists. A photo shows a masked activist behind Thunberg, causing controversy. The protest in the Hambacher Forst involved civil disobedience, with some protesters wearing masks to avoid recognition. The protest aimed to oppose the deforestation of the Hambacher Forst for lignite mining, which is a major source of CO2 emissions. The protest included sit-ins and the construction of tree houses, but also resulted in arrests, injuries, and property damage."
2019-12-06,Nordrhein-Westfalen,Madrid,OTHER_CLIMATE_GROUP,,"Greta Thunberg participated in a sit-in for the climate in Madrid, together with other young activists from around the world, remaining silent; she arrived in Madrid in the morning by night train from Lisbon, where she had arrived on Tuesday after her sailing trip across the Atlantic, and in the evening she was scheduled to give a speech at a large climate march in the center of the Spanish capital."
2021-11-12,Bayern,Glasgow,OTHER_CLIMATE_GROUP,,Klimaaktivisten kritisieren die Mächtigen als zündelnde Brandstifter und fordern Klimagerechtigkeit.
2019-11-27,,Mqxxic,FFF,,Fridays for Future demonstration in Mqxxic for more climate protection in urban development.
2019-12-08,Bayern,Marktbreit,OTHER_CLIMATE_GROUP,,"The climate protesters in Marktbreit have been demonstrating for the tenth time, raising their banners for more climate protection and drawing attention to their cause every first Friday of the month since March."
2019-12-14,Nordrhein-Westfalen,Köln,FFF,,"Fridays for Future: Kölner Ortsgruppe beendet Streiks - The local group of Fridays for Future in Cologne ends strikes, but will focus on other forms of protest, such as targeted actions against politicians blocking climate protection."
2019-11-21,Berlin,Berlin,GP,,Greenpeace activists steal the 'C' from the CDU logo at the party headquarters in Berlin to protest against the party's climate policy.
2022-07-01,Schleswig-Holstein,Lissabon,OTHER_CLIMATE_GROUP,,"Ocean Rebellion activists protest outside the venue of the UN Ocean Conference in Lisbon, criticizing the lack of results and calling for more action to protect the oceans."
2019-09-20,Baden-Württemberg,Unknown,FFF,,Climate protest event organized by Fridays for Future with a large number of participants.
2021-07-08,Bayern,Passau,OTHER_CLIMATE_GROUP,,"Climate activists in Passau climbed on gutters and flagpoles to hang banners, without registering the action as a protest, leading to the police investigating possible violations of assembly law and poster regulations."
2021-03-27,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Earth Hour - Licht aus am Brandenburger Tor. The Brandenburg Gate in Berlin was darkened for a while on Saturday evening as a sign of climate protection. The lighting of the gate was switched off at 8:30 pm during the international 'Earth Hour' (Hour of the Earth). This was intended to send a signal for environmental and climate protection. The 'Earth Hour' was declared for the 15th time by the WWF. The action is intended to draw attention to the waste of resources. Thousands of cities around the world participate annually, and in Germany there were expected to be more than 500 this year."
2017-10-20,Nordrhein-Westfalen,Münster,OTHER_CLIMATE_GROUP,,"Children singing and demonstrating for climate protection as part of the 'Climate Action' project, with a flashmob on Prinzipalmarkt in Münster."
2019-09-12,Schleswig-Holstein,London,XR,,Extinction Rebellion: Umweltaktivist Roger Hallam in London festgenommen - Zivilbeamte haben den Extinction-Rebellion-Mitgründer vor einem Café festgenommen. Hintergrund ist womöglich eine geplante Protestaktion am Flughafen Heathrow.
2019-06-19,Berlin,Berlin,FFF,,"Students at Lessing-Gymnasium in Berlin-Wedding were threatened with failing their exams if they continued to participate in the Fridays for Future protests, but in the end they were all promoted to the next grade."
2019-10-13,Sachsen,Auerbach,FFF,,"Students in Auerbach participate in a Fridays for Future protest, demanding immediate climate action."
2021-08-15,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,1000.0,Protest against advancing open-cast mining: Neubauer wants to encourage the people of Lützerath. The climate activist Luisa Neubauer visited the threatened village of Lützerath and inspired the crowd with her words.
2021-06-06,Bayern,Erlangen,OTHER_CLIMATE_GROUP,,Protesters at the Erlangen climate camp claim intimidation by the police due to alleged violations of restrictions on the number of participants allowed between 22:00 and 06:00.
2020-01-22,Berlin,Berlin,FFF,,Actress Nina Hoss joins Fridays for Future activists in Berlin.
2019-03-15,Schleswig-Holstein,Stockholm,OTHER_CLIMATE_GROUP,,"Climate protest event in Stockholm, Sweden, led by Greta Thunberg, calling for more ambitious action against climate change and criticizing politicians for wasting time."
2020-03-10,,Züclcqc,FFF,,Fridays for Future canceled larger demonstrations due to the coronavirus.
2019-09-23,Nordrhein-Westfalen,Albersloh,OTHER_CLIMATE_GROUP,,"Protestmarsch in Albersloh mit Kindern und Erwachsenen, begleitet von Musik, um auf die Probleme des Klimawandels aufmerksam zu machen; Polizei sicherte den Verkehr."
2019-07-10,Nordrhein-Westfalen,Bochum,FFF,,"Students in Bochum participated in the Fridays for Future climate strikes, causing some disruption to school attendance and leading to discussions about how to handle the protests."
2019-08-30,,New York,OTHER_CLIMATE_GROUP,,Greta Thunberg participated in a climate demonstration in New York with young people.
2021-09-09,Hessen,Frankfurt,GREENPEACE,6.0,"Greenpeace activists protest in front of the European Central Bank (ECB) calling for measures against the climate crisis, displaying a large ice sculpture with the word 'future' to symbolize the melting future of the younger generation."
2019-09-19,Nordrhein-Westfalen,Köln,FFF,500.0,"Protesters attempted to block the Autobahnkreuz Köln-West in Cologne, but the police prohibited the demonstration due to safety concerns."
2019-08-04,Nordrhein-Westfalen,Dortmund,FFF,,"Fridays for Future held a congress in Dortmund, Germany, with around 1700 participants, where they discussed climate protection measures and called for mobilizing people of all generations to join the climate protests on September 20th."
2019-08-02,Nordrhein-Westfalen,Dortmund,FFF,,"Fridays for Future held a demonstration in Dortmund, Germany, to demand better climate protection measures."
2019-08-01,Nordrhein-Westfalen,Dortmund,FFF,,"Fridays for Future held a demonstration in Dortmund, Germany, to demand better climate protection measures."
2019-08-31,Nordrhein-Westfalen,Dortmund,FFF,,"Fridays for Future held a demonstration in Dortmund, Germany, to demand better climate protection measures."
2019-08-30,Nordrhein-Westfalen,Dortmund,FFF,,"Fridays for Future held a demonstration in Dortmund, Germany, to demand better climate protection measures."
2019-08-29,Nordrhein-Westfalen,Dortmund,FFF,,"Fridays for Future held a demonstration in Dortmund, Germany, to demand better climate protection measures."
2019-08-28,Nordrhein-Westfalen,Dortmund,FFF,,"Fridays for Future held a demonstration in Dortmund, Germany, to demand better climate protection measures."
2019-04-12,Berlin,Berlin,FFF,,"Students from the 'Fridays for Future' movement presented a list of demands for more climate protection to politicians at the Berlin Natural History Museum, warning that the 'school strike' will continue with nationwide demonstrations every Friday until action is taken."
2020-09-05,Nordrhein-Westfalen,Münster,FFF,1200.0,"Fridays for Future demonstration in Münster with 1200 participants adhering to mask requirements, demonstrating the ability to express opinions freely while following rules."
2019-03-02,,,FFF,,"Angela Merkel supports the weekly student demonstrations for more climate protection, but receives criticism from her own party."
2019-03-01,Hamburg,Hamburg,FFF,2000.0,"Greta Thunberg participates in a protest march with several thousand participants in Hamburg, criticizing politicians for not doing enough to combat the climate crisis."
2018-04-28,Nordrhein-Westfalen,Köln,OTHER_CLIMATE_GROUP,300.0,"Protest against the further deforestation of Hambach Forest, for climate protection and a shift away from the combustion of diesel and gasoline; peaceful event with a bike demonstration, a rally, and the formation of a line in the forest with a rainbow-colored banner."
2018-05-05,Berlin,Berlin,GP,100.0,"100 Jugendliche springen für Kohle-Ausstieg in doi Spree - 100 young people jump into the Spree river in Berlin-Mitte and swim to the Bundestag to demonstrate for more climate protection and a faster coal phase-out, carrying a large banner with the slogan 'Don't let our future drown'."
2019-09-25,Nordrhein-Westfalen,Wuppertal,OTHER_CLIMATE_GROUP,,"Kolumne: Gemeinsame Haltung, konkretes Handeln - Uta Atzpodien vom Freien Netzwerk Kultur über die Klimastreiks in Wuppertal, including the largest climate strike of all time with 1.4 million participants in Germany, the discrepancy between the shared attitude and the concrete actions of politicians, and the need for more dialogue."
2019-09-20,Nordrhein-Westfalen,Wuppertal,XR,,"Peaceful and creative transformation of parking spaces into meeting places by Extinction Rebellion Wuppertal on the actual Parking Day, accompanied by music, but disrupted by the police who considered it an unauthorized assembly."
2020-04-24,,,FFF,,Fridays for Future organized a virtual network strike for more climate protection due to the Corona crisis.
2020-04-24,,,FFF,,Fridays for Future organized a virtual network strike for more climate protection due to the Corona crisis.
2020-04-24,,,FFF,,Fridays for Future organized a virtual network strike for more climate protection due to the Corona crisis.
2023-01-13,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,,"Greta Thunberg criticizes police violence during the eviction of the village of Lützerath and visits the site of the coal mine, holding a sign that says 'Keep it in the Ground'."
2019-12-27,Nordrhein-Westfalen,Düsseldorf,FFF,,Climate protest organized by Fridays for Future in Düsseldorf with an increase in the number of demonstrations compared to the previous year.
2019-12-27,Nordrhein-Westfalen,Köln,FFF,,Climate protest organized by Fridays for Future in Köln with an increase in the number of demonstrations compared to the previous year.
2019-12-27,Nordrhein-Westfalen,Leverkusen,FFF,,Climate protest organized by Fridays for Future in Leverkusen with an increase in the number of demonstrations compared to the previous year.
2019-12-27,Nordrhein-Westfalen,Münster,FFF,,Climate protest organized by Fridays for Future in Münster with an increase in the number of demonstrations compared to the previous year.
